,birth,household,id,age,routine_id,sex_F,sex_M,appliance_1,appliance_2,appliance_3,appliance_4,appliance_5,appliance_6,appliance_7,appliance_8,appliance_9
364,19560712,4,73,66.0,12,0,1,1,0,0,0,1,0,0,0,0
365,19550823,1,74,67.0,251,0,1,0,0,0,0,1,1,1,0,1
366,19550823,1,74,67.0,130,0,1,1,1,1,0,1,0,0,0,0
367,19550823,1,74,67.0,78,0,1,0,1,1,0,0,0,0,0,1
368,19550823,1,74,67.0,133,0,1,1,1,1,0,0,0,0,1,0
369,19550823,1,74,67.0,126,0,1,0,0,0,0,0,1,1,0,1
370,19740715,4,75,48.0,38,0,1,0,0,0,0,1,0,0,0,1
371,19740715,4,75,48.0,19,0,1,0,1,0,0,1,0,0,0,0
372,19740715,4,75,48.0,80,0,1,0,1,0,1,0,1,0,0,0
373,19740715,4,75,48.0,200,0,1,0,1,0,1,1,1,0,0,0
374,19740715,4,75,48.0,81,0,1,0,1,0,1,0,0,1,0,0
375,19800410,1,76,42.0,76,0,1,0,1,1,0,0,0,1,0,0
376,19800410,1,76,42.0,63,0,1,1,0,0,0,1,1,0,0,0
377,19800410,1,76,42.0,72,0,1,1,0,0,0,0,0,0,1,1
378,19800410,1,76,42.0,212,0,1,0,1,0,0,1,1,0,0,1
379,19800410,1,76,42.0,40,0,1,0,0,0,0,0,1,0,1,0
380,19760406,1,77,46.0,9,0,1,1,1,0,0,0,0,0,0,0
381,19760406,1,77,46.0,135,0,1,1,1,0,1,1,0,0,0,0
382,19760406,1,77,46.0,229,0,1,0,0,1,1,0,0,0,1,1
383,19760406,1,77,46.0,195,0,1,0,1,1,0,0,1,0,1,0
384,19760406,1,77,46.0,170,0,1,1,0,0,1,0,1,0,1,0
385,19690108,1,78,53.0,189,0,1,0,1,1,1,0,0,0,0,1
386,19690108,1,78,53.0,80,0,1,0,1,0,1,0,1,0,0,0
387,19690108,1,78,53.0,108,0,1,0,0,1,0,0,0,0,1,1
388,19690108,1,78,53.0,79,0,1,0,1,0,1,1,0,0,0,0
389,19690108,1,78,53.0,228,0,1,0,0,1,1,0,0,1,0,1
390,19551111,2,79,67.0,164,0,1,1,0,1,0,0,0,0,1,1
391,19551111,2,79,67.0,70,0,1,1,0,0,0,0,0,1,1,0
392,19551111,2,79,67.0,107,0,1,0,0,1,0,0,0,1,0,1
393,19551111,2,79,67.0,230,0,1,0,0,1,0,1,1,1,0,0
394,19551111,2,79,67.0,191,0,1,0,1,1,0,1,0,1,0,0
395,19690623,4,80,53.0,60,0,1,1,0,0,1,0,0,1,0,0
396,19690623,4,80,53.0,81,0,1,0,1,0,1,0,0,1,0,0
397,19690623,4,80,53.0,62,0,1,1,0,0,1,0,0,0,0,1
398,19690623,4,80,53.0,117,0,1,0,0,0,1,0,0,1,0,1
399,19690623,4,80,53.0,105,0,1,0,0,1,0,0,1,0,0,1
400,19970622,1,81,25.0,120,0,1,0,0,0,0,1,1,0,1,0
401,19970622,1,81,25.0,192,0,1,0,1,1,0,1,0,0,1,0
402,19970622,1,81,25.0,79,0,1,0,1,0,1,1,0,0,0,0
403,19970622,1,81,25.0,230,0,1,0,0,1,0,1,1,1,0,0
404,19970622,1,81,25.0,82,0,1,0,1,0,1,0,0,0,1,0
405,19751110,2,82,47.0,204,0,1,0,1,0,1,0,1,1,0,0
406,19751110,2,82,47.0,251,0,1,0,0,0,0,1,1,1,0,1
407,19751110,2,82,47.0,110,0,1,0,0,0,1,1,0,1,0,0
408,19751110,2,82,47.0,55,0,1,1,0,1,0,0,0,1,0,0
409,19751110,2,82,47.0,20,0,1,0,1,0,0,0,1,0,0,0
410,19560206,1,83,66.0,55,0,1,1,0,1,0,0,0,1,0,0
411,19560206,1,83,66.0,125,0,1,0,0,0,0,0,1,1,1,0
412,19560206,1,83,66.0,1,0,1,0,1,0,0,0,0,0,0,0
413,19560206,1,83,66.0,121,0,1,0,0,0,0,1,1,0,0,1
414,19560206,1,83,66.0,100,0,1,0,0,1,0,1,0,1,0,0
415,19500408,3,84,72.0,93,0,1,0,1,0,0,0,0,0,1,1
416,19500408,3,84,72.0,92,0,1,0,1,0,0,0,0,1,0,1
417,19500408,3,84,72.0,239,0,1,0,0,1,0,0,0,1,1,1
418,19500408,3,84,72.0,199,0,1,0,1,1,0,0,0,0,1,1
419,19500408,3,84,72.0,125,0,1,0,0,0,0,0,1,1,1,0
420,19510204,1,85,71.0,152,0,1,1,0,1,1,0,0,1,0,0
421,19510204,1,85,71.0,98,0,1,0,0,1,1,0,0,0,0,1
422,19510204,1,85,71.0,232,0,1,0,0,1,0,1,1,0,0,1
423,19510204,1,85,71.0,103,0,1,0,0,1,0,0,1,1,0,0
424,19510204,1,85,71.0,38,0,1,0,0,0,0,1,0,0,0,1
425,19591108,2,86,63.0,71,0,1,1,0,0,0,0,0,1,0,1
426,19591108,2,86,63.0,170,0,1,1,0,0,1,0,1,0,1,0
427,19591108,2,86,63.0,103,0,1,0,0,1,0,0,1,1,0,0
428,19591108,2,86,63.0,177,0,1,1,0,0,0,1,1,0,0,1
429,19591108,2,86,63.0,140,0,1,1,1,0,0,1,1,0,0,0
430,19750601,2,87,47.0,93,0,1,0,1,0,0,0,0,0,1,1
431,19750601,2,87,47.0,15,0,1,1,0,0,0,0,0,0,1,0
432,19750601,2,87,47.0,6,0,1,0,0,0,0,0,0,1,0,0
433,19750601,2,87,47.0,49,0,1,1,1,0,0,0,0,1,0,0
434,19750601,2,87,47.0,96,0,1,0,0,1,1,0,0,1,0,0
435,19791005,1,88,43.0,74,0,1,0,1,1,0,1,0,0,0,0
436,19791005,1,88,43.0,114,0,1,0,0,0,1,0,1,0,1,0
437,19791005,1,88,43.0,188,0,1,0,1,1,1,0,0,0,1,0
438,19791005,1,88,43.0,95,0,1,0,0,1,1,0,1,0,0,0
439,19791005,1,88,43.0,42,0,1,0,0,0,0,0,0,1,1,0
440,19711130,2,89,51.0,35,0,1,0,0,0,0,1,1,0,0,0
441,19711130,2,89,51.0,229,0,1,0,0,1,1,0,0,0,1,1
442,19711130,2,89,51.0,166,0,1,1,0,0,1,1,0,1,0,0
443,19711130,2,89,51.0,236,0,1,0,0,1,0,0,1,1,1,0
444,19711130,2,89,51.0,74,0,1,0,1,1,0,1,0,0,0,0
445,19831009,4,90,39.0,68,0,1,1,0,0,0,0,1,0,1,0
446,19831009,4,90,39.0,232,0,1,0,0,1,0,1,1,0,0,1
447,19831009,4,90,39.0,122,0,1,0,0,0,0,1,0,1,1,0
448,19831009,4,90,39.0,78,0,1,0,1,1,0,0,0,0,0,1
449,19831009,4,90,39.0,33,0,1,0,0,0,1,0,0,0,1,0
450,19481110,1,91,74.0,229,0,1,0,0,1,1,0,0,0,1,1
451,19481110,1,91,74.0,193,0,1,0,1,1,0,1,0,0,0,1
452,19481110,1,91,74.0,239,0,1,0,0,1,0,0,0,1,1,1
453,19481110,1,91,74.0,185,0,1,0,1,1,1,1,0,0,0,0
454,19481110,1,91,74.0,218,0,1,0,1,0,0,0,1,0,1,1
455,19970105,3,92,25.0,238,0,1,0,0,1,0,0,1,0,1,1
456,19970105,3,92,25.0,23,0,1,0,1,0,0,0,0,0,0,1
457,19970105,3,92,25.0,19,0,1,0,1,0,0,1,0,0,0,0
458,19970105,3,92,25.0,155,0,1,1,0,1,0,1,1,0,0,0
459,19970105,3,92,25.0,205,0,1,0,1,0,1,0,1,0,1,0
460,19480609,2,93,74.0,63,0,1,1,0,0,0,1,1,0,0,0
461,19480609,2,93,74.0,118,0,1,0,0,0,1,0,0,0,1,1
462,19480609,2,93,74.0,155,0,1,1,0,1,0,1,1,0,0,0
463,19480609,2,93,74.0,165,0,1,1,0,0,1,1,1,0,0,0
464,19480609,2,93,74.0,74,0,1,0,1,1,0,1,0,0,0,0
465,19801205,3,94,42.0,129,0,1,1,1,1,1,0,0,0,0,0
466,19801205,3,94,42.0,154,0,1,1,0,1,1,0,0,0,0,1
467,19801205,3,94,42.0,119,0,1,0,0,0,0,1,1,1,0,0
468,19801205,3,94,42.0,177,0,1,1,0,0,0,1,1,0,0,1
469,19801205,3,94,42.0,190,0,1,0,1,1,0,1,1,0,0,0
470,19630521,3,95,59.0,26,0,1,0,0,1,0,0,1,0,0,0
471,19630521,3,95,59.0,9,0,1,1,1,0,0,0,0,0,0,0
472,19630521,3,95,59.0,36,0,1,0,0,0,0,1,0,1,0,0
473,19630521,3,95,59.0,236,0,1,0,0,1,0,0,1,1,1,0
474,19630521,3,95,59.0,33,0,1,0,0,0,1,0,0,0,1,0
475,19930311,1,96,29.0,40,0,1,0,0,0,0,0,1,0,1,0
476,19930311,1,96,29.0,109,0,1,0,0,0,1,1,1,0,0,0
477,19930311,1,96,29.0,78,0,1,0,1,1,0,0,0,0,0,1
478,19930311,1,96,29.0,178,0,1,1,0,0,0,1,0,1,1,0
479,19930311,1,96,29.0,46,0,1,1,1,0,1,0,0,0,0,0
480,19501026,3,97,72.0,217,0,1,0,1,0,0,0,1,1,0,1
481,19501026,3,97,72.0,227,0,1,0,0,1,1,0,0,1,1,0
482,19501026,3,97,72.0,123,0,1,0,0,0,0,1,0,1,0,1
483,19501026,3,97,72.0,75,0,1,0,1,1,0,0,1,0,0,0
484,19501026,3,97,72.0,251,0,1,0,0,0,0,1,1,1,0,1
485,19970528,1,98,25.0,144,0,1,1,1,0,0,0,1,1,0,0
486,19970528,1,98,25.0,185,0,1,0,1,1,1,1,0,0,0,0
487,19970528,1,98,25.0,49,0,1,1,1,0,0,0,0,1,0,0
488,19970528,1,98,25.0,57,0,1,1,0,1,0,0,0,0,0,1
489,19970528,1,98,25.0,115,0,1,0,0,0,1,0,1,0,0,1
490,19760226,4,99,46.0,202,0,1,0,1,0,1,1,0,0,1,0
491,19760226,4,99,46.0,248,0,1,0,0,0,1,0,1,0,1,1
492,19760226,4,99,46.0,107,0,1,0,0,1,0,0,0,1,0,1
493,19760226,4,99,46.0,208,0,1,0,1,0,1,0,0,1,0,1
494,19760226,4,99,46.0,93,0,1,0,1,0,0,0,0,0,1,1
495,19680114,1,100,54.0,193,0,1,0,1,1,0,1,0,0,0,1
496,19680114,1,100,54.0,53,0,1,1,0,1,0,1,0,0,0,0
497,19680114,1,100,54.0,28,0,1,0,0,1,0,0,0,0,1,0
498,19680114,1,100,54.0,21,0,1,0,1,0,0,0,0,1,0,0
499,19680114,1,100,54.0,198,0,1,0,1,1,0,0,0,1,0,1
500,19690505,3,101,53.0,23,0,1,0,1,0,0,0,0,0,0,1
501,19690505,3,101,53.0,57,0,1,1,0,1,0,0,0,0,0,1
502,19690505,3,101,53.0,48,0,1,1,1,0,0,0,1,0,0,0
503,19690505,3,101,53.0,236,0,1,0,0,1,0,0,1,1,1,0
504,19690505,3,101,53.0,36,0,1,0,0,0,0,1,0,1,0,0
505,19650731,4,102,57.0,22,0,1,0,1,0,0,0,0,0,1,0
506,19650731,4,102,57.0,219,0,1,0,1,0,0,0,0,1,1,1
507,19650731,4,102,57.0,34,0,1,0,0,0,1,0,0,0,0,1
508,19650731,4,102,57.0,222,0,1,0,0,1,1,1,0,0,1,0
509,19650731,4,102,57.0,196,0,1,0,1,1,0,0,1,0,0,1
510,19630413,1,103,59.0,154,0,1,1,0,1,1,0,0,0,0,1
511,19630413,1,103,59.0,242,0,1,0,0,0,1,1,1,0,0,1
512,19630413,1,103,59.0,60,0,1,1,0,0,1,0,0,1,0,0
513,19630413,1,103,59.0,149,0,1,1,1,0,0,0,0,0,1,1
514,19630413,1,103,59.0,221,0,1,0,0,1,1,1,0,1,0,0
515,19831120,5,104,39.0,80,0,1,0,1,0,1,0,1,0,0,0
516,19831120,5,104,39.0,101,0,1,0,0,1,0,1,0,0,1,0
517,19831120,5,104,39.0,93,0,1,0,1,0,0,0,0,0,1,1
518,19831120,5,104,39.0,164,0,1,1,0,1,0,0,0,0,1,1
519,19831120,5,104,39.0,239,0,1,0,0,1,0,0,0,1,1,1
520,19950630,3,105,27.0,235,0,1,0,0,1,0,1,0,0,1,1
521,19950630,3,105,27.0,185,0,1,0,1,1,1,1,0,0,0,0
522,19950630,3,105,27.0,63,0,1,1,0,0,0,1,1,0,0,0
523,19950630,3,105,27.0,154,0,1,1,0,1,1,0,0,0,0,1
524,19950630,3,105,27.0,153,0,1,1,0,1,1,0,0,0,1,0
525,19620109,1,106,60.0,87,0,1,0,1,0,0,1,0,0,0,1
526,19620109,1,106,60.0,112,0,1,0,0,0,1,1,0,0,0,1
527,19620109,1,106,60.0,154,0,1,1,0,1,1,0,0,0,0,1
528,19620109,1,106,60.0,76,0,1,0,1,1,0,0,0,1,0,0
529,19620109,1,106,60.0,145,0,1,1,1,0,0,0,1,0,1,0
530,19950221,4,107,27.0,214,0,1,0,1,0,0,1,0,1,0,1
531,19950221,4,107,27.0,47,0,1,1,1,0,0,1,0,0,0,0
532,19950221,4,107,27.0,159,0,1,1,0,1,0,0,1,1,0,0
533,19950221,4,107,27.0,137,0,1,1,1,0,1,0,0,1,0,0
534,19950221,4,107,27.0,169,0,1,1,0,0,1,0,1,1,0,0
535,19880810,2,108,34.0,178,0,1,1,0,0,0,1,0,1,1,0
536,19880810,2,108,34.0,202,0,1,0,1,0,1,1,0,0,1,0
537,19880810,2,108,34.0,201,0,1,0,1,0,1,1,0,1,0,0
538,19880810,2,108,34.0,249,0,1,0,0,0,1,0,0,1,1,1
539,19880810,2,108,34.0,117,0,1,0,0,0,1,0,0,1,0,1
540,19960528,1,109,26.0,68,0,1,1,0,0,0,0,1,0,1,0
541,19960528,1,109,26.0,146,0,1,1,1,0,0,0,1,0,0,1
542,19960528,1,109,26.0,139,0,1,1,1,0,1,0,0,0,0,1
543,19960528,1,109,26.0,8,0,1,0,0,0,0,0,0,0,0,1
544,19960528,1,109,26.0,3,0,1,0,0,0,1,0,0,0,0,0
545,19510728,1,110,71.0,228,0,1,0,0,1,1,0,0,1,0,1
546,19510728,1,110,71.0,241,0,1,0,0,0,1,1,1,0,1,0
547,19510728,1,110,71.0,179,0,1,1,0,0,0,1,0,1,0,1
548,19510728,1,110,71.0,46,0,1,1,1,0,1,0,0,0,0,0
549,19510728,1,110,71.0,155,0,1,1,0,1,0,1,1,0,0,0
550,19630728,4,111,59.0,14,0,1,1,0,0,0,0,0,1,0,0
551,19630728,4,111,59.0,83,0,1,0,1,0,1,0,0,0,0,1
552,19630728,4,111,59.0,79,0,1,0,1,0,1,1,0,0,0,0
553,19630728,4,111,59.0,248,0,1,0,0,0,1,0,1,0,1,1
554,19630728,4,111,59.0,212,0,1,0,1,0,0,1,1,0,0,1
555,20011208,3,112,21.0,164,0,1,1,0,1,0,0,0,0,1,1
556,20011208,3,112,21.0,155,0,1,1,0,1,0,1,1,0,0,0
557,20011208,3,112,21.0,112,0,1,0,0,0,1,1,0,0,0,1
558,20011208,3,112,21.0,214,0,1,0,1,0,0,1,0,1,0,1
559,20011208,3,112,21.0,107,0,1,0,0,1,0,0,0,1,0,1
560,19970806,5,113,25.0,162,0,1,1,0,1,0,0,0,1,1,0
561,19970806,5,113,25.0,214,0,1,0,1,0,0,1,0,1,0,1
562,19970806,5,113,25.0,170,0,1,1,0,0,1,0,1,0,1,0
563,19970806,5,113,25.0,199,0,1,0,1,1,0,0,0,0,1,1
564,19970806,5,113,25.0,91,0,1,0,1,0,0,0,0,1,1,0
565,20000408,2,114,22.0,229,0,1,0,0,1,1,0,0,0,1,1
566,20000408,2,114,22.0,70,0,1,1,0,0,0,0,0,1,1,0
567,20000408,2,114,22.0,131,0,1,1,1,1,0,0,1,0,0,0
568,20000408,2,114,22.0,65,0,1,1,0,0,0,1,0,0,1,0
569,20000408,2,114,22.0,161,0,1,1,0,1,0,0,1,0,0,1
570,19751123,2,115,47.0,211,0,1,0,1,0,0,1,1,0,1,0
571,19751123,2,115,47.0,51,0,1,1,1,0,0,0,0,0,0,1
572,19751123,2,115,47.0,105,0,1,0,0,1,0,0,1,0,0,1
573,19751123,2,115,47.0,20,0,1,0,1,0,0,0,1,0,0,0
574,19751123,2,115,47.0,14,0,1,1,0,0,0,0,0,1,0,0
575,19690422,3,116,53.0,236,0,1,0,0,1,0,0,1,1,1,0
576,19690422,3,116,53.0,115,0,1,0,0,0,1,0,1,0,0,1
577,19690422,3,116,53.0,112,0,1,0,0,0,1,1,0,0,0,1
578,19690422,3,116,53.0,87,0,1,0,1,0,0,1,0,0,0,1
579,19690422,3,116,53.0,100,0,1,0,0,1,0,1,0,1,0,0
580,19560310,4,117,66.0,61,0,1,1,0,0,1,0,0,0,1,0
581,19560310,4,117,66.0,187,0,1,0,1,1,1,0,0,1,0,0
582,19560310,4,117,66.0,130,0,1,1,1,1,0,1,0,0,0,0
583,19560310,4,117,66.0,218,0,1,0,1,0,0,0,1,0,1,1
584,19560310,4,117,66.0,99,0,1,0,0,1,0,1,1,0,0,0
585,19900426,1,118,32.0,177,0,1,1,0,0,0,1,1,0,0,1
586,19900426,1,118,32.0,43,0,1,0,0,0,0,0,0,1,0,1
587,19900426,1,118,32.0,3,0,1,0,0,0,1,0,0,0,0,0
588,19900426,1,118,32.0,57,0,1,1,0,1,0,0,0,0,0,1
589,19900426,1,118,32.0,247,0,1,0,0,0,1,0,1,1,0,1
590,19690804,3,119,53.0,102,0,1,0,0,1,0,1,0,0,0,1
591,19690804,3,119,53.0,8,0,1,0,0,0,0,0,0,0,0,1
592,19690804,3,119,53.0,249,0,1,0,0,0,1,0,0,1,1,1
593,19690804,3,119,53.0,131,0,1,1,1,1,0,0,1,0,0,0
594,19690804,3,119,53.0,166,0,1,1,0,0,1,1,0,1,0,0
595,19971111,2,120,25.0,170,0,1,1,0,0,1,0,1,0,1,0
596,19971111,2,120,25.0,216,0,1,0,1,0,0,0,1,1,1,0
597,19971111,2,120,25.0,185,0,1,0,1,1,1,1,0,0,0,0
598,19971111,2,120,25.0,165,0,1,1,0,0,1,1,1,0,0,0
599,19971111,2,120,25.0,121,0,1,0,0,0,0,1,1,0,0,1
600,19520825,4,121,70.0,54,0,1,1,0,1,0,0,1,0,0,0
601,19520825,4,121,70.0,247,0,1,0,0,0,1,0,1,1,0,1
602,19520825,4,121,70.0,167,0,1,1,0,0,1,1,0,0,1,0
603,19520825,4,121,70.0,125,0,1,0,0,0,0,0,1,1,1,0
604,19520825,4,121,70.0,137,0,1,1,1,0,1,0,0,1,0,0
605,19930719,4,122,29.0,15,0,1,1,0,0,0,0,0,0,1,0
606,19930719,4,122,29.0,14,0,1,1,0,0,0,0,0,1,0,0
607,19930719,4,122,29.0,27,0,1,0,0,1,0,0,0,1,0,0
608,19930719,4,122,29.0,65,0,1,1,0,0,0,1,0,0,1,0
609,19930719,4,122,29.0,62,0,1,1,0,0,1,0,0,0,0,1
610,19830108,1,123,39.0,183,0,1,1,0,0,0,0,1,0,1,1
611,19830108,1,123,39.0,43,0,1,0,0,0,0,0,0,1,0,1
612,19830108,1,123,39.0,23,0,1,0,1,0,0,0,0,0,0,1
613,19830108,1,123,39.0,214,0,1,0,1,0,0,1,0,1,0,1
614,19830108,1,123,39.0,171,0,1,1,0,0,1,0,1,0,0,1
615,19720101,3,124,50.0,2,0,1,0,0,1,0,0,0,0,0,0
616,19720101,3,124,50.0,97,0,1,0,0,1,1,0,0,0,1,0
617,19720101,3,124,50.0,50,0,1,1,1,0,0,0,0,0,1,0
618,19720101,3,124,50.0,167,0,1,1,0,0,1,1,0,0,1,0
619,19720101,3,124,50.0,40,0,1,0,0,0,0,0,1,0,1,0
620,19980826,5,125,24.0,213,0,1,0,1,0,0,1,0,1,1,0
621,19980826,5,125,24.0,81,0,1,0,1,0,1,0,0,1,0,0
622,19980826,5,125,24.0,58,0,1,1,0,0,1,1,0,0,0,0
623,19980826,5,125,24.0,69,0,1,1,0,0,0,0,1,0,0,1
624,19980826,5,125,24.0,22,0,1,0,1,0,0,0,0,0,1,0
625,19960429,3,126,26.0,129,0,1,1,1,1,1,0,0,0,0,0
626,19960429,3,126,26.0,0,0,1,1,0,0,0,0,0,0,0,0
627,19960429,3,126,26.0,229,0,1,0,0,1,1,0,0,0,1,1
628,19960429,3,126,26.0,91,0,1,0,1,0,0,0,0,1,1,0
629,19960429,3,126,26.0,236,0,1,0,0,1,0,0,1,1,1,0
630,19490212,2,127,73.0,85,0,1,0,1,0,0,1,0,1,0,0
631,19490212,2,127,73.0,122,0,1,0,0,0,0,1,0,1,1,0
632,19490212,2,127,73.0,107,0,1,0,0,1,0,0,0,1,0,1
633,19490212,2,127,73.0,83,0,1,0,1,0,1,0,0,0,0,1
634,19490212,2,127,73.0,162,0,1,1,0,1,0,0,0,1,1,0
635,19650626,3,128,57.0,78,0,1,0,1,1,0,0,0,0,0,1
636,19650626,3,128,57.0,67,0,1,1,0,0,0,0,1,1,0,0
637,19650626,3,128,57.0,124,0,1,0,0,0,0,1,0,0,1,1
638,19650626,3,128,57.0,23,0,1,0,1,0,0,0,0,0,0,1
639,19650626,3,128,57.0,230,0,1,0,0,1,0,1,1,1,0,0
640,19801012,4,129,42.0,14,0,1,1,0,0,0,0,0,1,0,0
641,19801012,4,129,42.0,215,0,1,0,1,0,0,1,0,0,1,1
642,19801012,4,129,42.0,234,0,1,0,0,1,0,1,0,1,0,1
643,19801012,4,129,42.0,158,0,1,1,0,1,0,1,0,0,0,1
644,19801012,4,129,42.0,102,0,1,0,0,1,0,1,0,0,0,1
645,19650801,2,130,57.0,109,0,1,0,0,0,1,1,1,0,0,0
646,19650801,2,130,57.0,148,0,1,1,1,0,0,0,0,1,0,1
647,19650801,2,130,57.0,190,0,1,0,1,1,0,1,1,0,0,0
648,19650801,2,130,57.0,252,0,1,0,0,0,0,1,1,0,1,1
649,19650801,2,130,57.0,221,0,1,0,0,1,1,1,0,1,0,0
650,19530412,2,131,69.0,118,0,1,0,0,0,1,0,0,0,1,1
651,19530412,2,131,69.0,101,0,1,0,0,1,0,1,0,0,1,0
652,19530412,2,131,69.0,247,0,1,0,0,0,1,0,1,1,0,1
653,19530412,2,131,69.0,187,0,1,0,1,1,1,0,0,1,0,0
654,19530412,2,131,69.0,126,0,1,0,0,0,0,0,1,1,0,1
655,19550524,2,132,67.0,157,0,1,1,0,1,0,1,0,0,1,0
656,19550524,2,132,67.0,178,0,1,1,0,0,0,1,0,1,1,0
657,19550524,2,132,67.0,87,0,1,0,1,0,0,1,0,0,0,1
658,19550524,2,132,67.0,241,0,1,0,0,0,1,1,1,0,1,0
659,19550524,2,132,67.0,33,0,1,0,0,0,1,0,0,0,1,0
660,19940319,4,133,28.0,72,0,1,1,0,0,0,0,0,0,1,1
661,19940319,4,133,28.0,58,0,1,1,0,0,1,1,0,0,0,0
662,19940319,4,133,28.0,167,0,1,1,0,0,1,1,0,0,1,0
663,19940319,4,133,28.0,114,0,1,0,0,0,1,0,1,0,1,0
664,19940319,4,133,28.0,163,0,1,1,0,1,0,0,0,1,0,1
665,19740823,3,134,48.0,59,0,1,1,0,0,1,0,1,0,0,0
666,19740823,3,134,48.0,153,0,1,1,0,1,1,0,0,0,1,0
667,19740823,3,134,48.0,141,0,1,1,1,0,0,1,0,1,0,0
668,19740823,3,134,48.0,61,0,1,1,0,0,1,0,0,0,1,0
669,19740823,3,134,48.0,46,0,1,1,1,0,1,0,0,0,0,0
670,19720601,2,135,50.0,222,0,1,0,0,1,1,1,0,0,1,0
671,19720601,2,135,50.0,201,0,1,0,1,0,1,1,0,1,0,0
672,19720601,2,135,50.0,185,0,1,0,1,1,1,1,0,0,0,0
673,19720601,2,135,50.0,129,0,1,1,1,1,1,0,0,0,0,0
674,19720601,2,135,50.0,135,0,1,1,1,0,1,1,0,0,0,0
675,19991031,3,136,23.0,133,0,1,1,1,1,0,0,0,0,1,0
676,19991031,3,136,23.0,19,0,1,0,1,0,0,1,0,0,0,0
677,19991031,3,136,23.0,180,0,1,1,0,0,0,1,0,0,1,1
678,19991031,3,136,23.0,57,0,1,1,0,1,0,0,0,0,0,1
679,19991031,3,136,23.0,55,0,1,1,0,1,0,0,0,1,0,0
680,19971221,1,137,25.0,97,0,1,0,0,1,1,0,0,0,1,0
681,19971221,1,137,25.0,250,0,1,0,0,0,0,1,1,1,1,0
682,19971221,1,137,25.0,204,0,1,0,1,0,1,0,1,1,0,0
683,19971221,1,137,25.0,121,0,1,0,0,0,0,1,1,0,0,1
684,19971221,1,137,25.0,61,0,1,1,0,0,1,0,0,0,1,0
685,19550217,1,138,67.0,219,0,1,0,1,0,0,0,0,1,1,1
686,19550217,1,138,67.0,104,0,1,0,0,1,0,0,1,0,1,0
687,19550217,1,138,67.0,67,0,1,1,0,0,0,0,1,1,0,0
688,19550217,1,138,67.0,215,0,1,0,1,0,0,1,0,0,1,1
689,19550217,1,138,67.0,145,0,1,1,1,0,0,0,1,0,1,0
690,19730410,3,139,49.0,60,0,1,1,0,0,1,0,0,1,0,0
691,19730410,3,139,49.0,28,0,1,0,0,1,0,0,0,0,1,0
692,19730410,3,139,49.0,25,0,1,0,0,1,0,1,0,0,0,0
693,19730410,3,139,49.0,80,0,1,0,1,0,1,0,1,0,0,0
694,19730410,3,139,49.0,22,0,1,0,1,0,0,0,0,0,1,0
695,19790213,1,140,43.0,63,0,1,1,0,0,0,1,1,0,0,0
696,19790213,1,140,43.0,183,0,1,1,0,0,0,0,1,0,1,1
697,19790213,1,140,43.0,139,0,1,1,1,0,1,0,0,0,0,1
698,19790213,1,140,43.0,116,0,1,0,0,0,1,0,0,1,1,0
699,19790213,1,140,43.0,101,0,1,0,0,1,0,1,0,0,1,0
700,19771211,4,141,45.0,88,0,1,0,1,0,0,0,1,1,0,0
701,19771211,4,141,45.0,190,0,1,0,1,1,0,1,1,0,0,0
702,19771211,4,141,45.0,50,0,1,1,1,0,0,0,0,0,1,0
703,19771211,4,141,45.0,122,0,1,0,0,0,0,1,0,1,1,0
704,19771211,4,141,45.0,109,0,1,0,0,0,1,1,1,0,0,0
705,19800814,3,142,42.0,244,0,1,0,0,0,1,1,0,1,0,1
706,19800814,3,142,42.0,18,0,1,0,1,0,1,0,0,0,0,0
707,19800814,3,142,42.0,25,0,1,0,0,1,0,1,0,0,0,0
708,19800814,3,142,42.0,75,0,1,0,1,1,0,0,1,0,0,0
709,19800814,3,142,42.0,36,0,1,0,0,0,0,1,0,1,0,0
710,19660705,1,143,56.0,246,0,1,0,0,0,1,0,1,1,1,0
711,19660705,1,143,56.0,24,0,1,0,0,1,1,0,0,0,0,0
712,19660705,1,143,56.0,230,0,1,0,0,1,0,1,1,1,0,0
713,19660705,1,143,56.0,9,0,1,1,1,0,0,0,0,0,0,0
714,19660705,1,143,56.0,136,0,1,1,1,0,1,0,1,0,0,0
715,19850410,2,144,37.0,97,0,1,0,0,1,1,0,0,0,1,0
716,19850410,2,144,37.0,148,0,1,1,1,0,0,0,0,1,0,1
717,19850410,2,144,37.0,68,0,1,1,0,0,0,0,1,0,1,0
718,19850410,2,144,37.0,231,0,1,0,0,1,0,1,1,0,1,0
719,19850410,2,144,37.0,39,0,1,0,0,0,0,0,1,1,0,0
720,19790331,2,145,43.0,235,0,1,0,0,1,0,1,0,0,1,1
721,19790331,2,145,43.0,73,0,1,0,1,1,1,0,0,0,0,0
722,19790331,2,145,43.0,9,0,1,1,1,0,0,0,0,0,0,0
723,19790331,2,145,43.0,130,0,1,1,1,1,0,1,0,0,0,0
724,19790331,2,145,43.0,8,0,1,0,0,0,0,0,0,0,0,1
725,19550124,3,146,67.0,104,0,1,0,0,1,0,0,1,0,1,0
726,19550124,3,146,67.0,200,0,1,0,1,0,1,1,1,0,0,0
727,19550124,3,146,67.0,76,0,1,0,1,1,0,0,0,1,0,0
728,19550124,3,146,67.0,221,0,1,0,0,1,1,1,0,1,0,0
729,19550124,3,146,67.0,33,0,1,0,0,0,1,0,0,0,1,0
